iteration,train_auc,validation_auc
89.0,0.7906101416199581,0.7585552651859204
90.0,0.7911109394311806,0.759003166849399
91.0,0.7914094280310553,0.759129798789268
92.0,0.7917688901236701,0.7592834478228992
93.0,0.7921623384095602,0.7594744911647086
94.0,0.792604188585862,0.7597742726091021
95.0,0.7929561832723284,0.7600178183148181
96.0,0.7933155645167558,0.7601935398580684
97.0,0.7936325699689449,0.7604126975068359
98.0,0.7940663920365608,0.7608015847748417
99.0,0.7944826110108729,0.7610467584884492
100.0,0.7949153660569069,0.761299915496772
101.0,0.7953259186783975,0.7614936448734833
102.0,0.7957111983891465,0.7617325772964432
103.0,0.796057245789881,0.7619503741158572
104.0,0.7964978227526408,0.7622775182049222
105.0,0.7968916959277462,0.7624834416101076
106.0,0.7972597110606239,0.7626370015842262
107.0,0.7975640181126079,0.7627943804302479
108.0,0.7979118558062991,0.7629824099981486
109.0,0.7983584838778228,0.7632485803824621
110.0,0.7987755956720468,0.7636628139877726
111.0,0.7990854518760626,0.7638401528517729
112.0,0.7993523334877756,0.7639801650928247
113.0,0.7997570758001398,0.7642518464797821
114.0,0.8001890040425876,0.7644831803451213
115.0,0.8006008400563489,0.7646381902081061
116.0,0.8009218006716654,0.76483250025284
117.0,0.8012480225264036,0.764950814034226
118.0,0.8016044469955725,0.7651527083870585
119.0,0.8019785266149716,0.7653745948192942
120.0,0.8022680910872195,0.7655260316146308
121.0,0.8025853940491057,0.765732585561166
122.0,0.802968836935567,0.7659163937081663
123.0,0.8033092470655618,0.7660929060998891
124.0,0.8036578490363633,0.7663164490390604
125.0,0.803966529742632,0.7664718151400958
126.0,0.8043142290056138,0.7666882867539614
127.0,0.8046332998672537,0.7668530468523928
128.0,0.8049839157722211,0.7670668751799224
129.0,0.8052748136579203,0.7672101861853236
130.0,0.8056552471305551,0.7674888854618789
131.0,0.8059534178632755,0.7676226457251416
132.0,0.8062465411098755,0.7677167032576581
133.0,0.8065215549441274,0.7678217436092764
134.0,0.806834012249541,0.7679144118133953
135.0,0.8071309862545946,0.7679972763463598
136.0,0.8074428409792729,0.7681586628704515
137.0,0.8077346058018312,0.768283435247696
138.0,0.8080472597021179,0.7684899500080457
139.0,0.8083538595854325,0.7686443435792027
140.0,0.8086598123924267,0.7687492734970254
141.0,0.8089567070033968,0.7689368720168849
142.0,0.8092563280595375,0.7691106841241836
143.0,0.809545859669033,0.769275985704452
144.0,0.8098283999460594,0.7694006725845645
145.0,0.8101094305722185,0.7695190006154725
146.0,0.8103876236596548,0.7696705514069854
147.0,0.8107241213771825,0.7698937630447694
148.0,0.8110071432534839,0.7700471912108093
149.0,0.8112923817660613,0.7701609487075274
150.0,0.8116484822608387,0.7704355654960221
151.0,0.8119037921121962,0.7705427397135639
152.0,0.8121728316143801,0.7706710067860855
153.0,0.8124117816314316,0.7707304272929361
154.0,0.8126894643283319,0.7708826513743646
155.0,0.8129213165724948,0.7710114955525282
156.0,0.8132008311497287,0.7711023896911547
157.0,0.8134743283534137,0.7711639832501144
158.0,0.8137142584366225,0.771245006032357
159.0,0.8139808943047441,0.7714023528169541
160.0,0.8142395200950704,0.7715465864789064
161.0,0.8145455924294208,0.771765245394403
162.0,0.8148189005995741,0.7718441877464299
163.0,0.8150882003863902,0.7720097956914219
164.0,0.8153823077706389,0.7722239268212946
165.0,0.815657850607959,0.7723023276914844
166.0,0.8159116307418128,0.7723728343264716
167.0,0.8161488878908817,0.7724361164537913
168.0,0.8164346333041452,0.772572829930494
169.0,0.8167100252054607,0.7727027428228096
170.0,0.8169530225758388,0.7727773782568039
171.0,0.8172174909564025,0.7728465988724282
172.0,0.8175133383216064,0.7730729739041022
173.0,0.8177567373155344,0.773174473249497
174.0,0.8180339325967434,0.7733133704654503
175.0,0.8183126061201712,0.7734343738441188
176.0,0.8185737751385526,0.7735212424927729
177.0,0.8188244158616742,0.7735663529171283
178.0,0.819086934288652,0.7736729749656917
179.0,0.8193269236993076,0.773810564787999
180.0,0.8195588544650914,0.7738790194918143
181.0,0.8197867762658966,0.7739077394034587
182.0,0.820044907660832,0.7739888512452141
183.0,0.8203118858250567,0.7740991924190262
184.0,0.8205421240136787,0.77415736965508
185.0,0.8207973233531252,0.7741906707880559
186.0,0.821023215806261,0.7742861212113504
187.0,0.8212953795964947,0.7744370450238941
188.0,0.8215215666511194,0.7745238958606456
189.0,0.821747909004061,0.7745764908464455
190.0,0.82197833099144,0.7746608088306568
191.0,0.822242263098415,0.7748257399233526
192.0,0.8224838249772346,0.7749261919288783
193.0,0.8227297148514703,0.7750479897183998
194.0,0.8229427192892276,0.7751013648655306
195.0,0.8231897939674766,0.7751416803257242
196.0,0.8234122526992123,0.7752289087748093
197.0,0.823649645952424,0.775385731889472
198.0,0.8239089583707021,0.7755067495176626
199.0,0.8241646675190429,0.775635444075845
200.0,0.8244037452064336,0.7757242969704412
201.0,0.8246182409733465,0.7758050668236679
202.0,0.8248322679371005,0.7758516948221191
203.0,0.8250508119298026,0.7759632507676841
204.0,0.8252821569824585,0.7760823126489765
205.0,0.8255412134784167,0.776186384033097
206.0,0.8257664030176349,0.776257065224729
207.0,0.8259943588444758,0.776359487226675
208.0,0.8261906018243772,0.7764629672556315
209.0,0.8264268946116129,0.7765452511205735
210.0,0.8266494714166007,0.7766091958506675
211.0,0.8268472877371285,0.7766928939806705
212.0,0.8270720718721262,0.7767642520245988
213.0,0.827292895609222,0.7768168612599207
214.0,0.8274941921824809,0.7768989705682179
215.0,0.827709586585722,0.7769661535021923
216.0,0.8279145160926417,0.7770519569990749
217.0,0.8281370463662985,0.7770851405734941
218.0,0.8283571171682961,0.777136998146529
219.0,0.8285778042196073,0.777194769271205
220.0,0.8287920871056813,0.7772634733416558
221.0,0.8290298880896801,0.7773718837052334
222.0,0.8292538998045847,0.777410421537554
223.0,0.8294919715427653,0.777473578981556
224.0,0.8297091931732071,0.7775035492887583
225.0,0.8299210325827667,0.7775509788228234
226.0,0.8301497113901616,0.7776051875669928
227.0,0.830378680436733,0.7776245206060023
228.0,0.8306011182293698,0.7777177872900463
229.0,0.8307891609346608,0.777817669314691
230.0,0.8309786609430718,0.7778590143028509
231.0,0.8311874877397759,0.7778734312567612
232.0,0.8314054695758364,0.7779436208398832
233.0,0.8316103028210652,0.7780029131010355
234.0,0.8318273735155023,0.778140068312921
235.0,0.8320497732106118,0.7782445030598533
236.0,0.8322689349067317,0.7783388847689958
237.0,0.8324836674017906,0.7783914085071855
238.0,0.8326941815408818,0.7784593074796418
239.0,0.832908035466249,0.7785614338040058
240.0,0.8330826786023423,0.7786112109468248
241.0,0.8332879861763256,0.7786788569902651
242.0,0.8334839749788319,0.7787569194343068
243.0,0.8336699074882662,0.778746780899385
244.0,0.8338823102177507,0.7788082996483539
245.0,0.834091410095203,0.7788899066609997
246.0,0.8343101564991946,0.7789217864041534
247.0,0.8345364348715562,0.778979625214059
248.0,0.8347623281971546,0.7790119894409617
249.0,0.8349559453558885,0.7790539222219052
250.0,0.8351488901368909,0.7790918188257346
251.0,0.8353442722871703,0.7792013869629769
252.0,0.8355265532504116,0.7792359527410327
253.0,0.8357160869940375,0.7792581926825356
254.0,0.8359532502079821,0.7792936561804791
255.0,0.8361431105433867,0.7793123159295727
256.0,0.836333392278157,0.7793411320254908
257.0,0.8365375735031114,0.779375679991644
258.0,0.8367451529693264,0.7794144850025028
259.0,0.8369527210935294,0.7795002884993854
260.0,0.8371471484790628,0.7795561929366758
261.0,0.8373328393163972,0.7796161905491684
262.0,0.8375154140086648,0.7796635773346675
263.0,0.8376807200515696,0.7797072841811034
264.0,0.8378775635764605,0.7797479309426839
265.0,0.8380794098010658,0.7797862764064573
266.0,0.8382632716662747,0.7798619948041255
267.0,0.8384618487740627,0.7799079388255195
268.0,0.838668698280024,0.7798999947169897
269.0,0.8388720969061567,0.7799142157399721
270.0,0.8390686813096986,0.7799760551031867
271.0,0.8392809581137688,0.7800062391532193
272.0,0.8394745761449652,0.7800274958777024
273.0,0.8396967815717682,0.780067918209311
274.0,0.8399076516755409,0.7801186037591593
275.0,0.840095676640762,0.780137263508253
276.0,0.8402939568204948,0.7802183041023982
277.0,0.840490267270826,0.78022007460551
278.0,0.840677187116938,0.7802646720470724
279.0,0.840870194715237,0.7803018846738446
280.0,0.8410561467096662,0.7803381675193046
281.0,0.8412514957063725,0.7803623988315107
282.0,0.841428683233804,0.7803812509491518
283.0,0.8416214791145475,0.7803934236033429
284.0,0.8418310509941878,0.7804269099801052
285.0,0.8420122003736255,0.7805165180993688
286.0,0.8421892043931208,0.7805822796435211
287.0,0.8423722368373562,0.7805950044666908
288.0,0.8425433421381963,0.7806585537725484
289.0,0.842723141527396,0.7806671070481449
290.0,0.8429129855768349,0.7807252272861105
291.0,0.8430744766322467,0.7807563197431723
292.0,0.8432466855980918,0.7808043940681092
293.0,0.8434088920727164,0.780852382895914
294.0,0.8436017757813469,0.7808544134528027
295.0,0.8437708802349579,0.7808643524944162
296.0,0.8439325044863044,0.7809135917177789
297.0,0.8440918344522164,0.7809866882033942
298.0,0.8442583622333782,0.7809972399744549
299.0,0.8444616486026753,0.7810542665616049
300.0,0.8446441235434021,0.7810735319153848
301.0,0.8448241730385054,0.7810818322619653
302.0,0.8450196264398855,0.7811237864171917
303.0,0.8451945432383686,0.7811695772562239
304.0,0.8453499209493615,0.7812479531897502
305.0,0.8455266460716921,0.7812836482424266
306.0,0.8457313658968019,0.7813459186536824
307.0,0.8459161892156357,0.7813572220870298
308.0,0.8460822540100551,0.781377164293106
309.0,0.8462507893273249,0.7814173408204597
310.0,0.846440010729392,0.7814498724792462
311.0,0.8466002925518419,0.7814828173741715
312.0,0.8467868919134123,0.7815395055351734
313.0,0.8469870316014565,0.7815757242577842
314.0,0.8471628481995511,0.7815736117661438
315.0,0.8473187389184672,0.7816249421068638
316.0,0.8474881879947478,0.7816570106561844
317.0,0.8476876198249205,0.781698719007156
318.0,0.8478517817787266,0.7817054376567915
319.0,0.8480058208414932,0.7817357855763274
320.0,0.8481643987447693,0.7817778644148717
321.0,0.8483445453740259,0.7817922849311625
322.0,0.8485012858713727,0.7818404625651341
323.0,0.8486557024195615,0.7819404478988136
324.0,0.8488313657550849,0.7819879593676304
325.0,0.8490177234445554,0.7820141856129202
326.0,0.8492168272288453,0.7820808413145797
327.0,0.8493859389529768,0.7821043744002064
328.0,0.8495520386458942,0.7821194076459445
329.0,0.8497164815326106,0.7821564065298863
330.0,0.8498728945657161,0.7821688321130933
331.0,0.8500274879329623,0.782199347464513
332.0,0.8501985257633726,0.7822584437947375
333.0,0.8503659094302025,0.7822649950124891
334.0,0.8505146331608753,0.7822950579415846
335.0,0.8507006965396777,0.7823005689442283
336.0,0.8508805959712389,0.7823568082452864
337.0,0.8510427541696076,0.7823844915042034
338.0,0.8512104498871754,0.7824485431057125
339.0,0.8513678621806122,0.7824606979480011
340.0,0.8515307136958115,0.782498035258091
341.0,0.8517068531050144,0.7825111091945504
342.0,0.8518891326141514,0.7825214080365951
343.0,0.852062742173057,0.7825330320841881
344.0,0.8522261244362495,0.7825753602893679
345.0,0.8523851423514234,0.7826318774561055
346.0,0.852530238674031,0.7826855874670039
347.0,0.8526794230648798,0.7827003392846819
348.0,0.8528511350179466,0.7827115429713751
349.0,0.8529976319336146,0.7827329350663175
350.0,0.8531707485512333,0.7827575618027598
351.0,0.853335619526194,0.7827736673250302
352.0,0.8534884534274901,0.7827943540686322
353.0,0.8536464752813618,0.7828628301467305
354.0,0.8538152990928833,0.7828659507920543
355.0,0.8539713613960822,0.7829323179408928
356.0,0.8541367139703179,0.7829609808544491
357.0,0.8542788005882781,0.7829951155844636
358.0,0.8544545997371237,0.7829850482971519
359.0,0.8545912261942225,0.7829930387166282
360.0,0.8546888303139376,0.7830232762023684
361.0,0.854851708875473,0.7830335999810767
362.0,0.8550187999765597,0.7830272625061554
363.0,0.8551772647505376,0.7830406071835332
364.0,0.8553306314355726,0.783060168214895
365.0,0.8554971164660743,0.783096183881817
366.0,0.8556532311170203,0.7831273547112501
367.0,0.8558310657207724,0.7831679907856891
368.0,0.8559973259467816,0.7831658141711996
369.0,0.856173691614581,0.783170626947264
370.0,0.8563182388674838,0.7832169735176552
371.0,0.8565034876571747,0.7831958022903043
372.0,0.8566768770647207,0.7831849512792811
373.0,0.8568132941308305,0.7831791659733384
374.0,0.8569960020190328,0.7832214407428105
375.0,0.8571579758370028,0.7832065927408589
376.0,0.8573114306407458,0.7832504741439394
377.0,0.8574598568617217,0.7832741924733526
378.0,0.8576137182329684,0.7832967174052959
379.0,0.8577642575580091,0.7833149069201628
380.0,0.8578996593686427,0.7833094351037047
381.0,0.858052899255801,0.7833068203164127
382.0,0.8582189378763467,0.7833075399172751
383.0,0.8583727820891652,0.7833374069154426
384.0,0.8585009616556,0.7833441718760248
385.0,0.8586659693163452,0.7833756312582788
386.0,0.8588123685162183,0.783396727675639
387.0,0.8589739994564437,0.7834314858222421
388.0,0.8591412220085403,0.7834198297132244
389.0,0.8592912445449871,0.783433854805279
390.0,0.8594424419975393,0.7834721325838228
391.0,0.8596114952666863,0.7834452793595638
392.0,0.8597468298977108,0.7834530275371657
393.0,0.8599007718263242,0.7834783809992314
394.0,0.8600496912794077,0.7834951989976031
395.0,0.8601964394642625,0.7835121594911951
396.0,0.8603392740733671,0.7835321301963153
397.0,0.8604873582890608,0.783541353199447
398.0,0.8606339465224656,0.7835420514260263
399.0,0.8607910583979972,0.7835497105441155
400.0,0.860931883726069,0.7835395577596717
401.0,0.8610699634147964,0.7835563187599554
402.0,0.861226457877731,0.7835460519793352
403.0,0.8613763949128572,0.7835538250936006
404.0,0.8615325296304397,0.7835655595749895
405.0,0.8616772740598574,0.783578227400071
406.0,0.8618267085566098,0.7835895700196042
407.0,0.861956125274805,0.7835844437540551
408.0,0.862089251994178,0.7836487981579073
409.0,0.8622360900426657,0.7836719037578732
410.0,0.8623711187301893,0.7836774966952686
411.0,0.8625186794684102,0.7836693459686696
412.0,0.862648221821199,0.7836809557667406
413.0,0.8627782306505801,0.7836798799278276
414.0,0.8629133169206259,0.7837349008947524
415.0,0.863058693885323,0.7837776280865489
416.0,0.8631938531513942,0.7837808413537659
417.0,0.863333942702796,0.7837860744907301
418.0,0.8634790855567345,0.7838145699724026
419.0,0.8636150085182741,0.7838111287128332
420.0,0.8637506630521986,0.7838329874796218
421.0,0.8638813052893217,0.7838036512761498
422.0,0.864027707397403,0.7837861813621453
423.0,0.8641841210121501,0.783777649460832
424.0,0.8643305606361169,0.7837620141727883
425.0,0.8644916183685096,0.78378923788462
426.0,0.8646491173265503,0.7838152325751768
427.0,0.8648006983717617,0.7838238677855249
428.0,0.864952936962843,0.783782811350186
429.0,0.8650943456774761,0.7837938119811905
430.0,0.8652299778181975,0.7838294963467254
431.0,0.8653990534805476,0.7838283350106802
432.0,0.8655450943891726,0.7838574610337024
433.0,0.8656962496727062,0.7838747385791595
434.0,0.8658361307055814,0.7839162759358668
435.0,0.8659726193136125,0.7839398767067232
436.0,0.866105552927962,0.7839363357004996
437.0,0.8662395352421819,0.7839259762979863
438.0,0.8663595770604823,0.7839470940896296
439.0,0.8664843188340253,0.7839515221285993
440.0,0.8666158614524015,0.7839505104125354
441.0,0.8667693976859736,0.7839753366422861
442.0,0.8669274169224579,0.7839729569721077
443.0,0.8670613995274987,0.7839845703325593
444.0,0.8672159864966869,0.7839668902381048
445.0,0.8673407070403102,0.7839743498628857
446.0,0.8674761623619742,0.7839985134898622
447.0,0.8676139401786922,0.7840074550649339
448.0,0.867745115490375,0.7840123248390863
449.0,0.8679045074011212,0.7840086484624036
450.0,0.8680230366603462,0.7839719737550879
451.0,0.8681791757402411,0.7839950045450632
452.0,0.8683369152070983,0.783996023385888
453.0,0.8684876868979727,0.7840172480489466
454.0,0.8686207950048133,0.7840195457843733
455.0,0.8687743937648612,0.7840300334325848
456.0,0.8688989933270241,0.784041974532043
457.0,0.8690417639555488,0.7840808222914678
458.0,0.8692027071045391,0.7840778477037448
459.0,0.869318637298112,0.7840938997903076
460.0,0.8694564159872925,0.7840965929499706
461.0,0.8695829198441729,0.7841065640530086
462.0,0.8697010771435714,0.7841253769844642
463.0,0.8698413510753719,0.784122908254773
464.0,0.869971705399885,0.7841151351405076
465.0,0.8701187601098822,0.7841105289825125
466.0,0.8702492549008506,0.784099788405285
467.0,0.8704132455611947,0.784097636727459
468.0,0.870559588341829,0.7840867572173918
469.0,0.8706797520140521,0.7840838716891815
470.0,0.8707987602551647,0.7840975761669904
471.0,0.8709295196930775,0.7840779332008769
472.0,0.8710517089322993,0.784069932094259
473.0,0.871194799463724,0.7840690984972205
474.0,0.8713279872554687,0.7841003726356881
475.0,0.871438734149599,0.7840870172711688
476.0,0.8715698300671986,0.784093607675106
477.0,0.8716927056435513,0.7840877618086947
478.0,0.8718366218152787,0.7841123992322785
479.0,0.8719810399437383,0.7841207173907615
480.0,0.8721049854498811,0.7841077325138148
481.0,0.8722256208334714,0.7841196985499366
482.0,0.8723572198710863,0.7841087371051176
483.0,0.8724956017226437,0.7841015410964943
484.0,0.8726106966788268,0.7841428326489466
485.0,0.8727289735055817,0.7841337699529377
486.0,0.8728688670437519,0.7841473390602874
487.0,0.8730039957736372,0.7841472321888723
488.0,0.8731660870832177,0.7842028908219077
489.0,0.8733001301789887,0.7842131291034838
490.0,0.8734350140377449,0.7841966067826941
491.0,0.8735674282461132,0.7842026735166969
492.0,0.873688432390501,0.7841933828283356
493.0,0.873819485848261,0.784231496737376
494.0,0.8739462514438777,0.7842023279657877
495.0,0.8741013208848033,0.7841955238190201
496.0,0.8742139246698578,0.7841742777816786
497.0,0.8743398942888951,0.7841733836241714
498.0,0.8744354661527328,0.7841696288751174
499.0,0.8745791304736317,0.7841942021758521
500.0,0.8747118122371528,0.7842053524268379
501.0,0.8748341605553621,0.7842084516978787
502.0,0.8749689004578134,0.784236088645849
503.0,0.8750843603941233,0.7842407660514542
504.0,0.8752262006868505,0.7842217322524073
505.0,0.875353440320401,0.7841897527625994
506.0,0.8754921996573803,0.7841905578605939
507.0,0.8756134780457996,0.7841955558804447
508.0,0.8757321108372359,0.7841834829729077
509.0,0.8758679203786565,0.7841913059605002
510.0,0.8759923916888386,0.7841834224124391
511.0,0.876125917414374,0.7842107316214029
512.0,0.8762613756442461,0.7842092888572977
513.0,0.8763856108079239,0.7842149031689761
514.0,0.8764992583488949,0.784220962778218
515.0,0.876623695923862,0.7841964785369959
516.0,0.8767398119519378,0.7841922179299099
517.0,0.8768778096291944,0.7841978678653935
518.0,0.8770049902261187,0.784169400882765
519.0,0.8771563551914622,0.7841910708433868
520.0,0.8772934815695475,0.7842344107646304
521.0,0.8774193136303379,0.7842350377435996
522.0,0.877555755707038,0.7842123275678698
523.0,0.877670737243102,0.7842206777877774
524.0,0.8777834044270949,0.7842354296054553
525.0,0.8778933838450861,0.7842420021974901
526.0,0.878025141380047,0.7842302712784818
527.0,0.8781507204267255,0.7842535763717561
528.0,0.8782495561726057,0.7842561947214285
529.0,0.8783809568704226,0.7842682640665849
530.0,0.878497962810202,0.7842612604265089
531.0,0.8786051084701408,0.784262688941092
532.0,0.8787110870661363,0.7842411686004515
533.0,0.8788283806277049,0.7842277847368881
534.0,0.8789345590176025,0.7842046648874001
535.0,0.8790584995797914,0.7842134425929684
536.0,0.8791721421768085,0.7842281694739828
537.0,0.8793075140328976,0.7842353832945087
538.0,0.8794369828080194,0.7842403955638816
539.0,0.8795570222997533,0.7842604517661339
540.0,0.8796685797115039,0.7842964460587728
541.0,0.8797823159528245,0.7842854026792022
542.0,0.8799079784650778,0.7842774728201946
543.0,0.8800144116140122,0.7842444602400396
544.0,0.8801388174895102,0.784248703035223
545.0,0.8802957182291279,0.7842501707359917
546.0,0.8804303522728013,0.7842600064685705
547.0,0.8805474303361436,0.7842504628511933
548.0,0.8806595225673789,0.7842426719250253
549.0,0.8807737348823789,0.7842262493508897
550.0,0.8809043960228551,0.7842427609845379
551.0,0.8810284212139021,0.7842287430172444
552.0,0.8811618620197587,0.7841993284414012
553.0,0.8812797040693903,0.7842055982310928
554.0,0.8814164875697309,0.784226919078425
555.0,0.8815370293090178,0.7842466653535732
556.0,0.8816411059368623,0.7842464907969284
557.0,0.881749766773264,0.7842259287366441
558.0,0.8818791029340926,0.7842315216740395
559.0,0.8819670267920537,0.7842220279299894
560.0,0.8821042500134715,0.7842125840592663
561.0,0.8822227013327172,0.7842175678295951
562.0,0.8823518318832274,0.7842329501886227
563.0,0.8824720063158209,0.7842262956618363
564.0,0.8826072868541731,0.7842544527173607
565.0,0.8827247232087634,0.7842314611135709
566.0,0.8828335338178864,0.7842370647381078
567.0,0.8829496155291056,0.7842138843281512
568.0,0.8830656402394443,0.7842176640138687
569.0,0.8831964011314614,0.7842000480422635
570.0,0.8833256308518705,0.7841835542205179
571.0,0.8834297342352304,0.78417850632734
572.0,0.8835474960183162,0.7842063071448137
573.0,0.883672279670057,0.7842384291298419
574.0,0.8838055771012502,0.7842410296676118
575.0,0.8839165066308544,0.7842393410992516
576.0,0.8840403730337347,0.7842529351432649
577.0,0.8841638840535752,0.784266465064429
578.0,0.8842627695298152,0.7842655067840728
579.0,0.8843808817519869,0.7842671953524329
580.0,0.8844915361650971,0.7842718834451796
581.0,0.884615414491631,0.7842922103883504
582.0,0.8847322639698102,0.7843007886006104
583.0,0.8848459350672674,0.7842659200202116
584.0,0.8849501355847805,0.7842953773446208
585.0,0.8850539970052197,0.7842737608197066
586.0,0.8851937119794077,0.7842939702043207
587.0,0.8852879597360601,0.7842936282157921
588.0,0.8854100471879955,0.7842827736423884
589.0,0.8855255490025034,0.7842993351493637
590.0,0.8856413657759571,0.7842629204958249
591.0,0.8857425333231574,0.7842625678201548
592.0,0.8858454644077992,0.7842723323051235
593.0,0.8859864773152987,0.7842728096641113
594.0,0.8860988533876526,0.7842975254600663
595.0,0.8862106262976296,0.784289527915829
596.0,0.8863194869279333,0.7843082090392056
597.0,0.8864173644192175,0.7842947147418465
598.0,0.8865407599831931,0.7842953702198598
599.0,0.8866538200661114,0.7842794285670927
600.0,0.8867739468040907,0.7842789333962022
601.0,0.8868921122464721,0.7842403385657934
602.0,0.8870113653587136,0.784214283314768
603.0,0.8871146204177468,0.7842168945396794
604.0,0.8872340328997966,0.7842386001241062
605.0,0.8873378291763725,0.7842573204336686
606.0,0.8874214491770454,0.7842410367923728
607.0,0.8875347721619832,0.7842563550285512
608.0,0.8876513790956,0.7842622650178117
609.0,0.8877909472052748,0.784278783776221
610.0,0.887906969589047,0.7842454434570595
611.0,0.8880216390743731,0.784217756635762
612.0,0.8881437497919741,0.7842446134224014
613.0,0.8882688184481167,0.7842640212714015
614.0,0.8883751221817869,0.7842754743247303
615.0,0.8884813517561485,0.7842435019596833
616.0,0.8886061618725838,0.7842444816143227
617.0,0.8887180877543112,0.784222615722773
618.0,0.8888350768264831,0.7842290493819679
619.0,0.8889523311272411,0.7842097947153296
620.0,0.8890595326247771,0.7842039702232013
621.0,0.8891796829192427,0.7841943517958334
622.0,0.8893004590601089,0.7842146502399602
623.0,0.8894048971782306,0.7842093458553858
624.0,0.8895453493831926,0.7842179418795483
625.0,0.8896603111434409,0.7842137168962674
626.0,0.8897677947371705,0.784231222434077
627.0,0.889875611320737,0.7842279984797185
628.0,0.8899852161615144,0.7842030938775967
629.0,0.8900977492771102,0.7842027198276434
630.0,0.8902167752582926,0.784209178423502
631.0,0.8903208620648658,0.7842105998133241
632.0,0.890464796267484,0.784236102895371
633.0,0.8905678271036663,0.784217756635762
634.0,0.8906840074031429,0.784218551046615
635.0,0.8907800605754347,0.7842203607359123
636.0,0.8908894516629107,0.7842296264876101
637.0,0.8910064823224596,0.784234161397995
638.0,0.8910895334776121,0.7842120497021904
639.0,0.8912179678030836,0.784223410133626
640.0,0.8913101518952102,0.7841918331928153
641.0,0.8914171361495951,0.7841773164922508
642.0,0.8915435966741735,0.7841967385907729
